author,rating,date,text,source_url
,10.0,Ocena dodana: 2 stycznia 2026,Άριστη τοποθεσία.,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 31 grudnia 2025,"Appartamento molto pulito e con dotazione completa,posizione ottima Wi-fi malfunzionante Valvole sui caloriferi rotte, faceva troppo caldo",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 21 grudnia 2025,"L'appartamento era bellissimo, a 10 minuti dalla piazza principale e con varie fermate dell'autobus vicino. Quando siamo arrivati l'abbiamo trovato accogliente e molto pulito, è fornito anche di tutto il necessario per cucinare qualcosa in casa. Unica lievissima pecca è che l'acqua della doccia usciva tiepida e non molto calda.",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 14 grudnia 2025,Perfecto Todo genial,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 13 grudnia 2025,"Sjajna lokacija, svi potrebni sadržaji prisutni, sjajni domaćini U tušu se voda polako zagrijava.",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 9 grudnia 2025,"El apartamento está muy bien ubicado, muy limpio y la cama muy cómoda, aunque las almohadas son súper ligeras. Viene súper bien equipado, no solo tiene cafetera, sino que también hay café y azúcar. La comunicación con los anfitriones, aunque era por email o la app de Booking, era muy fluida, contestaban enseguida. La wifi no funcionaba. Tras meter la contraseña decía que estabas conectado pero sin internet. Quisimos poner Netflix en la tele y tampoco pudimos, salían mensajes en polaco que no entendíamos. No sé si también era error de conexión u otra cosa porque no conseguimos ponerlo tras varios intentos.",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 4 grudnia 2025,"La ubicación es perfecta, al lado del castillo de Wawel y muy cerca de monumentos por visitar. El apartamento cumple con las expectativas de calidad precio. Con lo necesario para poder pasar la estancia. Es un detalle el dejar café para la cafetera, té, azúcar, sal y pimienta para pasar mas que de sobra nuestros 4 dias. También hay jabón y estropajo en la cocina. La temperatura de calefacción está programada y no se puede ni subir, ni bajar y en algunos momentos es insuficiente y lo mismo ocurre con la temperatura del agua. Le falta iluminación al exterior, se accede por un patio interior que una vez pasado el portal se queda a oscuras para acceder por la noche y se hace complicado para poder introducir la clave de acceso. Yo pondría aunque solo fuera un par de luces con sensor de movimiento. Por lo demás todo bien.",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 1 grudnia 2025,"La ubicación es increíble, está al lado del castillo y de la plaza. El alojamiento era cómodo. Hay pocos instrumentos para la cocina y poca cantidad. La calefacción se apaga pronto y se enciende tarde por lo que si madrugas para excursiones no tienes calefacción al levantarte. El agua de la ducha sale a ratos fría y a ratos caliente, algo que no es agradable en invierno.",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 15 listopada 2025,Muy cómodo y completo el piso.,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 3 listopada 2025,"Quartiere molto tranquillo, sicuro, e bello. In pochi minuti a piedi sei ovunque",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 2 listopada 2025,"Buena ubicación, limpio, amplio, cama cómoda, con todo lo necesario para pasar unos días allí. Cerca del castillo y del centro. Buena comunicación con los anfitriones.",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 26 października 2025,Appartement très bien localisé A 700m du centre Literie confortable Accès très facile avec vidéo explicative et digicode pour entrer dans le logement Les murs sont très fins et de la chambre nous entendions les voisins comme s’ils étaient avec nous dans la pièce …,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 25 października 2025,Апартаменты великолепные.чисто.комфортно.Отдельная благодарность за кофе .с дороги это было приятным бонусом... Отличное расположение в городе.хороший тихий двор.. Плохая звукоизоляция..немного мешало спать .шум воды и колонки немного напрягал..,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 14 października 2025,"Інтер'єр сподобався, все є для комфортного проживання. У ванній кімнаті була плісніва і сама вана брудна. Газова колонка вмонтовано у спальній і це заважало спати.",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 2 października 2025,"Apartamento limpio, cómodo y con todo lo necesario para hacer la estancia más fácil. Perfecta ubicación y conexión desde el aeropuerto, ya desde allí en pocos minutos estas en el casco antiguo, castillo y lugares de interés. Los anfitriones lo envían todo muy bien explicado, y en nuestro caso no necesitamos contactar con ellos, solo informamos nuestra hora de salida. Las almohadas",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 29 września 2025,"Kaunis, hiljainen, erittäin puhdas huoneisto lähellä kaikkia palveluja. Sänky oli matkamme paras! Iso plussa kahdesta peitosta. !Kaikki oli loistavasti!",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 22 września 2025,"Posizione fantastica per tutto, piazza principale a 10 minuti a piedi, con un bellissima passeggiata. Strada e dintorni della struttura molto eleganti. Struttura dotata di tutti i comfort (presente pure asse e ferro da stiro), massima pulizia e riservatezza. Proprietà sempre presente e massima collaborazione per risolvere velocemente qualsiasi problema e venire incontro alle esigenze del cliente. Segnalo un chiosco che vende ottima frutta a due passi. Struttura super consigliata a chiunque voglia trascorrere tre o più giorni in questa meravigliosa città! Volendo perfezionare il soggiorno, consiglio dei cuscini di migliore qualità (non usando alcun cuscino per dormire, per me non è stato un problema) e delle tende grandi abbastanza da coprire completamente le finestre, sia per motivi di luce che per motivi di privacy (essendo l'appartamento al piano terreno chiunque dal giardino e dalle finestre dei condomini davanti può vedere cosa succede all'interno).",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 21 września 2025,"Die Lage, und der Zugang mit PinCodes dadurch kann man keine Schlüssel verlieren, gemütliches Bett Es war sehr feucht und es gab keine ordentliche Lüftung im Bad.",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 18 września 2025,"Decorado con mucho gusto, la ubicación era buena. Faltaba luz en el pasaje para entrar al piso, ( portería exterior)y dado que la cerradura era sin llave podría tener un pestillo para cerrar por dentro por la noche",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 25 sierpnia 2025,"Квартира дуже близько до Вавеля. До Старого міста 10 хвилин пішки. Зручне ліжко, приємний інтер'єр, простора квартира. Тихе подвір'я. Тонкі стіни - можна було чути як сусіди розмовляють.",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,7.0,Ocena dodana: 24 maja 2026,"Гарне розташування та привітний персонал. Чисто і багато місця в номері. Погана звукоізоляція, дуже чутно що відбувається в сусідніх номерах. Коли хтось вмикає воду - стає дуже гучно, і це заважає спати",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,7.0,Ocena dodana: 7 marca 2026,Calidad Precio es perfecto y la ubicación esta genial Se escuchaba a los vecinos todo el rato y las almohadas muy muy blandas,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,7.0,Ocena dodana: 9 stycznia 2026,"Posizione comoda, qualità/prezzo Acqua non calda",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 18 czerwca 2026,Małgorzata Polska Apartament typu Standard 3 noce · czerwiec 2026 Para Ocena dodana: 18 czerwca 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 10 czerwca 2026,Maciej Polska Apartament typu Standard 3 noce · czerwiec 2026 Podróżujący w pojedynkę Ocena dodana: 10 czerwca 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 1 czerwca 2026,"Sylwia Polska Apartament typu Standard 1 noc · maj 2026 Podróżujący w pojedynkę Ocena dodana: 1 czerwca 2026 Bardzo dobry Oceniony na 8,0 8,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 23 maja 2026,Ż Żaneta Polska Apartament typu Standard 2 noce · maj 2026 Podróżujący w pojedynkę Ocena dodana: 23 maja 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 1 maja 2026,Marcinl16 Polska Apartament typu Standard 3 noce · maj 2026 Podróżujący w pojedynkę Ocena dodana: 1 maja 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 21 kwietnia 2026,Paulina Polska Apartament typu Standard 2 noce · kwiecień 2026 Podróżujący w pojedynkę Ocena dodana: 21 kwietnia 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 16 kwietnia 2026,"Norbert Polska Apartament typu Standard 1 noc · kwiecień 2026 Podróżujący w pojedynkę Ocena dodana: 16 kwietnia 2026 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 13 kwietnia 2026,Meduza Polska Apartament typu Standard 2 noce · kwiecień 2026 Para Ocena dodana: 13 kwietnia 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 2 kwietnia 2026,"Agnieszka Polska Apartament typu Standard 3 noce · kwiecień 2026 Para Ocena dodana: 2 kwietnia 2026 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 1 marca 2026,Gręda Polska Apartament typu Standard 2 noce · luty 2026 Para Ocena dodana: 1 marca 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 18 grudnia 2025,"Natalia Polska Apartament typu Standard 2 noce · listopad 2025 Para Ocena dodana: 18 grudnia 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 26 listopada 2025,Bartosz Polska Apartament typu Standard 2 noce · listopad 2025 Para Ocena dodana: 26 listopada 2025 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 20 listopada 2025,"B Bartłomiej Polska Apartament typu Standard 2 noce · wrzesień 2025 Rodzina Ocena dodana: 20 listopada 2025 Bardzo dobry Oceniony na 8,0 8,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 19 listopada 2025,"Edyta Polska Apartament typu Standard 1 noc · listopad 2025 Grupa Ocena dodana: 19 listopada 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 12 listopada 2025,"Ewa Polska Apartament typu Standard 2 noce · listopad 2025 Para Ocena dodana: 12 listopada 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 11 listopada 2025,Klaudia Polska Apartament typu Standard 2 noce · listopad 2025 Rodzina Ocena dodana: 11 listopada 2025 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 8 listopada 2025,Patryk Polska Apartament typu Standard 2 noce · listopad 2025 Para Ocena dodana: 8 listopada 2025 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 20 października 2025,"Dariusz Polska Apartament typu Standard 3 noce · październik 2025 Rodzina Ocena dodana: 20 października 2025 Bardzo dobra lokalizacja, dobra obsługa Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 8 października 2025,"Leszek Polska Apartament typu Standard 2 noce · październik 2025 Para Ocena dodana: 8 października 2025 Bardzo dobry Oceniony na 8,0 8,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 1 października 2025,"Wojciech Polska Apartament typu Standard 4 noce · wrzesień 2025 Rodzina Ocena dodana: 1 października 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 23 września 2025,"Tomasz Polska Apartament typu Standard 2 noce · wrzesień 2025 Rodzina Ocena dodana: 23 września 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 14 września 2025,"Magdalena Polska Apartament typu Standard 4 noce · wrzesień 2025 Para Ocena dodana: 14 września 2025 Bardzo dobry Oceniony na 8,0 8,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 11 września 2025,"Robert Polska Apartament typu Standard 1 noc · lipiec 2025 Podróżujący w pojedynkę Ocena dodana: 11 września 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 4 września 2025,Weronika Polska Apartament typu Standard 3 noce · wrzesień 2025 Para Ocena dodana: 4 września 2025 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 16 sierpnia 2025,"Emilia Polska Apartament typu Standard 3 noce · sierpień 2025 Rodzina Ocena dodana: 16 sierpnia 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 10 sierpnia 2025,"Magdalena Polska Apartament typu Standard 3 noce · sierpień 2025 Rodzina Ocena dodana: 10 sierpnia 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 29 lipca 2025,Stępień Polska Apartament typu Standard 2 noce · lipiec 2025 Para Ocena dodana: 29 lipca 2025 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 25 lipca 2025,Jastrząb Polska Apartament typu Standard 2 noce · lipiec 2025 Rodzina Ocena dodana: 25 lipca 2025 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,1.0,Ocena dodana: 15 grudnia 2025,"Agnieszka Polska Apartament typu Standard 1 noc · grudzień 2025 Podróżujący w pojedynkę Rezerwacja na grudzień 2025 · Niezrealizowany pobyt Ocena dodana: 15 grudnia 2025 Zły Oceniony na 1,0 1,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 8 czerwca 2026,Lenka Czechy Apartament typu Standard 3 noce · maj 2026 Para Ocena dodana: 8 czerwca 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 4 czerwca 2026,"Amani Szwecja Apartament typu Standard 3 noce · czerwiec 2026 Para Ocena dodana: 4 czerwca 2026 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 23 maja 2026,"Vella Polska Apartament typu Standard 1 noc · maj 2026 Para Ocena dodana: 23 maja 2026 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 19 maja 2026,"Georgiana Rumunia Apartament typu Standard 4 noce · kwiecień 2026 Para Ocena dodana: 19 maja 2026 Bardzo dobry Oceniony na 8,0 8,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 4 marca 2026,"Wong Czechy Apartament typu Standard 3 noce · marzec 2026 Para Ocena dodana: 4 marca 2026 Very spacious, clean and convenient location. It had what we needed and expected. Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 3 marca 2026,"Tsolova Bułgaria Apartament typu Standard 4 noce · luty 2026 Para Ocena dodana: 3 marca 2026 Bardzo dobry Oceniony na 8,0 8,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 28 grudnia 2025,"Karin Chile Apartament typu Standard 2 noce · grudzień 2025 Para Ocena dodana: 28 grudnia 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 2 grudnia 2025,"Daniel Bułgaria Apartament typu Standard 3 noce · listopad 2025 Podróżujący w pojedynkę Ocena dodana: 2 grudnia 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 7 listopada 2025,"Ugne Litwa Apartament typu Standard 2 noce · listopad 2025 Podróżujący w pojedynkę Ocena dodana: 7 listopada 2025 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 18 października 2025,"Clare Wielka Brytania Apartament typu Standard 6 nocy · październik 2025 Para Ocena dodana: 18 października 2025 Fab apartment in an amazing city! Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 16 października 2025,"Wei Chiny Apartament typu Standard 7 nocy · październik 2025 Podróżujący w pojedynkę Ocena dodana: 16 października 2025 Bardzo dobry Oceniony na 8,0 8,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 18 września 2025,Mária Słowacja Apartament typu Standard 2 noce · sierpień 2025 Para Ocena dodana: 18 września 2025 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,7.0,Ocena dodana: 11 marca 2026,"Joanna Wielka Brytania Apartament typu Standard 3 noce · marzec 2026 Para Ocena dodana: 11 marca 2026 Dobry Oceniony na 7,0 7,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,7.0,Ocena dodana: 29 listopada 2025,"Vadzim Polska Apartament typu Standard 2 noce · listopad 2025 Para Ocena dodana: 29 listopada 2025 Dobry Oceniony na 7,0 7,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 12 kwietnia 2026,"A Anonimowy Grecja Apartament typu Standard 5 nocy · marzec 2026 Para Ocena dodana: 12 kwietnia 2026 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 20 czerwca 2026,María Hiszpania Apartament typu Standard 3 noce · czerwiec 2026 Podróżujący w pojedynkę Ocena dodana: 20 czerwca 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 20 czerwca 2026,Jaana Finlandia Apartament typu Standard 4 noce · czerwiec 2026 Grupa Ocena dodana: 20 czerwca 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,8.0,Ocena dodana: 10 czerwca 2026,"Ευσταθιος Grecja Apartament typu Standard 3 noce · maj 2026 Podróżujący w pojedynkę Ocena dodana: 10 czerwca 2026 Bardzo dobry Oceniony na 8,0 8,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,9.0,Ocena dodana: 8 czerwca 2026,"Giovanna Włochy Apartament typu Standard 3 noce · czerwiec 2026 Podróżujący w pojedynkę Ocena dodana: 8 czerwca 2026 Znakomity Oceniony na 9,0 9,0 W przypadku tej oceny nie pozostawiono żadnego komentarza",https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 7 czerwca 2026,Andreas Grecja Apartament typu Standard 3 noce · czerwiec 2026 Podróżujący w pojedynkę Ocena dodana: 7 czerwca 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 4 czerwca 2026,Chiara Włochy Apartament typu Standard 3 noce · czerwiec 2026 Para Ocena dodana: 4 czerwca 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 31 maja 2026,Mariarosaria Włochy Apartament typu Standard 3 noce · kwiecień 2026 Para Ocena dodana: 31 maja 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 18 maja 2026,А Адриана Bułgaria Apartament typu Standard 3 noce · maj 2026 Podróżujący w pojedynkę Ocena dodana: 18 maja 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
,10.0,Ocena dodana: 20 kwietnia 2026,A Anna Grecja Apartament typu Standard 3 noce · kwiecień 2026 Podróżujący w pojedynkę Ocena dodana: 20 kwietnia 2026 Wyjątkowy Oceniony na 10 10 W przypadku tej oceny nie pozostawiono żadnego komentarza,https://www.booking.com/hotel/pl/next-to-royal-castle.pl.html?chal_t=1782208303921&force_referer=#tab-reviews
